Konten,Judul video,Waktu publikasi video,Durasi,Penayangan tak dilewati,Rata-rata durasi tonton,Persentase penayangan rata-rata (%),Diviralkan,Poin hype,Subscriber yang diperoleh,Subscriber yang hilang,Suka,Tidak suka,Suka (vs. tidak suka) (%),Pembagian,Komentar ditambahkan,Pendapatan transaksi (IDR),Transaksi,YouTube Premium (IDR),Iklan Halaman Tonton (IDR),Estimasi pendapatan DoubleClick (IDR),Estimasi pendapatan AdSense (IDR),Pendapatan iklan YouTube (IDR),Tayangan iklan,CPM berbasis-pemutaran (IDR),CPM (IDR),Estimasi pemutaran yang dimonetisasi,RPM (IDR),Rubi,Klik produk,Tayangan produk,Total penjualan (IDR),Pesanan,Komisi yang disetujui (IDR),Komisi tertunda (IDR),Komisi yang dihapus (IDR),Penayangan YouTube Premium,Waktu tonton YouTube Premium (jam),Jam streaming,Set pengingat,Pesan chat,Reaksi,Perubahan jumlah subscriber per postingan,Penayangan klip komunitas,Waktu tonton dari klip komunitas (jam),Jumlah klik pada kartu,Kartu ditampilkan,Jumlah klik pada teaser kartu,Teaser kartu ditampilkan,Klik pada elemen layar akhir,Klik per elemen layar akhir yang ditampilkan (%),Elemen layar akhir yang ditampilkan,Penayangan,Waktu tonton (jam),Subscriber,Estimasi pendapatan (IDR),Tayangan,Rasio klik-tayang dari tayangan (%),avg_watch_seconds,durasi_detik,published_at,like_rate,comment_rate,share_rate,dislike_ratio,engagement_rate,watch_time_ratio,revenue_per_view,subscriber_net,subscriber_net_per_view,ctr,impression_to_view_rate,upload_hour,upload_day,upload_day_name,upload_month,upload_year,video_age_days,duration_bucket,title_length,title_words,sensational_count,has_symbol,caps_ratio,topic_cluster,topic_score,entity_count,avg_watch_minutes,perf_score,performance_class
KAqnuJ0W8Jo,NEGARA ARAB & MALAYSIA TERDIAM MELIHAT INDONESIA BERI BANTUAN KE PALESTINA TEROBOS LANGIT ISRAEL,"Aug 23, 2025",740.0,915959.0,0:04:55,39.94,0.0,0.0,5516.0,138.0,13544.0,184.0,98.66,2284.0,1840.0,0.0,0.0,137839.843,4058011.659,0.0,4058011.659,7378203.319,832574.0,11672.969,8861.919,632076.0,4580.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12034.0,1067.8984,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,4.56,1622.0,915959.0,75207.6938,5378.0,4195851.502,5722428.0,11.54,295.0,740.0,2025-08-23,0.014786688050447673,0.00200882353904487,0.0024935613930317842,0.013403263403263404,0.019289072982524327,0.39864864864864863,4.580828947583899,5378.0,0.005871441844012669,0.11539999999999999,0.16006474873952106,0,5,Saturday,8,2025,236,panjang (7-15 mnt),96,14,1,0,1.0,israel_palestina,2,3,4.916666666666667,4503465.083333334,viral
a5VBaiz4yS0,"INDONESIA BIKIN ISRAEL NGAMUK‼ SAAT ARAB TAKUT DENGAN AMERIKA, TNI BERANI TEROBOS LANGIT GAZA","Aug 24, 2025",649.0,319187.0,0:03:59,36.89,0.0,0.0,820.0,30.0,3033.0,43.0,98.6,287.0,435.0,0.0,0.0,45200.91,1006901.196,0.0,1006901.196,1830729.431,209284.0,11520.833,8747.584,158906.0,3296.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4932.0,357.6141,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,319187.0,21226.0991,790.0,1052102.106,1487638.0,14.3,239.0,649.0,2025-08-24,0.009502266696325352,0.0013628374589190661,0.0008991594269190162,0.013979193758127438,0.011764263582163434,0.3682588597842835,3.2961934727918116,790.0,0.0024750381437840512,0.14300000000000002,0.21455959043799633,0,6,Sunday,8,2025,235,panjang (7-15 mnt),93,14,3,1,1.0,israel_palestina,2,4,3.9833333333333334,1271428.2166666668,viral
PNIbEl5676s,"MALAYSIA KENA ""CERAMAH"" WARGANYA SENDIRI: JANGAN HINA INDONESIA!","Dec 23, 2025",712.0,286864.0,0:04:56,41.59,0.0,0.0,511.0,63.0,3433.0,48.0,98.62,137.0,1498.0,0.0,0.0,21277.475,984382.816,0.0,984382.816,1789786.942,215690.0,10451.677,8297.96,171244.0,3505.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2047.0,162.2907,0.2311,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,286864.0,23598.9868,448.0,1005660.291,1520223.0,15.91,296.0,712.0,2025-12-23,0.011967343410117686,0.005221986725416922,0.00047757822522170786,0.013789141051422005,0.017666908360756316,0.4157303370786517,3.5057040653410674,448.0,0.0015617156561994535,0.1591,0.18869863171389986,0,1,Tuesday,12,2025,114,panjang (7-15 mnt),64,8,0,0,1.0,malaysia,1,1,4.933333333333334,1415195.7333333334,viral
jj4tR1MXgGM,"GILA KEBERANIAN INDONESIA BIKIN NETANYAHU PANIK, 20 RIBU PASUKAN BERANGKAT KE PALESTINA","Sep 26, 2025",752.0,280836.0,0:04:26,35.43,0.0,0.0,950.0,57.0,3076.0,51.0,98.37,214.0,505.0,0.0,5.0,5172.974,858249.023,0.0,858249.023,1560452.976,255225.0,7205.871,6114.029,216553.0,3100.75,0.0,357.0,5021.0,145147.324,3.0,7367.684,7379.98,0.0,709.0,53.0523,0.2489,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,280836.0,20782.7624,893.0,870801.977,2217564.0,11.43,266.0,752.0,2025-09-26,0.010953011722143885,0.00179820250964976,0.0007620105684456408,0.016309561880396548,0.013513224800239285,0.3537234042553192,3.100749109800738,893.0,0.0031797917645885855,0.1143,0.1266416662608159,0,4,Friday,9,2025,202,panjang (7-15 mnt),87,12,3,0,1.0,israel_palestina,1,2,4.433333333333334,1245039.6,viral
Sj1GSN-q5N8,"NETANYAHU NGAMUK‼ ANCAM PERANGI INDONESIA, MALAYSIA & PAKISTAN HINGGA BUAT DUNIA GEMPAR‼","Aug 26, 2025",900.0,272539.0,0:04:16,28.49,0.0,0.0,1213.0,32.0,2448.0,222.0,91.69,1046.0,2410.0,0.0,2.0,16682.465,1177888.704,0.0,1177888.704,2141615.555,266076.0,9527.226,8048.887,224789.0,4402.054,0.0,73.0,2074.0,95555.554,1.0,6473.214,5159.996,0.0,1859.0,127.6157,,0.0,,,0.0,4.0,0.0538,0.0,0.0,0.0,0.0,645.0,2.58,25029.0,272539.0,19411.1156,1181.0,1199731.166,2000654.0,11.99,256.0,900.0,2025-08-26,0.00898220071255857,0.008842771126334213,0.0038379828208072973,0.08314606741573034,0.02166295465970008,0.28444444444444444,4.402053159364348,1181.0,0.004333324771867512,0.1199,0.13622495443989815,0,1,Tuesday,8,2025,233,sangat panjang (>15 mnt),88,12,3,1,1.0,malaysia,1,1,4.266666666666667,1162833.0666666667,viral
f60c_M2t2zs,"HEBOH‼ MALAYSIA TANTANG PRABOWO, TAPI BALASANNYA BIKIN NEGERI JIRAN KETAR-KETIR","Oct 5, 2025",639.0,234153.0,0:04:21,40.92,0.0,0.0,381.0,32.0,2044.0,45.0,97.85,63.0,678.0,0.0,0.0,17860.968,752296.019,0.0,752296.019,1367810.935,201249.0,8143.089,6796.61,167972.0,3289.119,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1997.0,139.3929,0.2162,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,234153.0,17007.7656,349.0,770156.987,1666190.0,12.17,261.0,639.0,2025-10-05,0.00872933509286663,0.002895542658005663,0.00026905484875273857,0.0215414073719483,0.011893932599625031,0.4084507042253521,3.289118597669045,349.0,0.0014904784478524725,0.1217,0.14053199214975484,0,6,Sunday,10,2025,193,panjang (7-15 mnt),79,10,1,1,1.0,malaysia,2,4,4.35,1018565.5499999999,viral
9Oc_Ji8gAbc,"LAPINDO JADI LAUTAN EMAS‼ AMERIKA & EROPA NGILER LIHAT MINERAL LTJ RI MELIMPAH, DUNIA HEBOH","Sep 1, 2025",626.0,222453.0,0:03:06,29.8,0.0,0.0,733.0,39.0,2348.0,33.0,98.61,1271.0,673.0,0.0,0.0,27345.517,913675.81,0.0,913675.81,1661228.519,185814.0,10740.609,8940.276,154668.0,4230.203,0.0,134.0,2334.0,0.0,0.0,0.0,0.0,0.0,3536.0,193.9746,0.2092,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,222453.0,11526.9909,694.0,941021.327,1352585.0,13.58,186.0,626.0,2025-09-01,0.01055503859242177,0.0030253581655450812,0.005713566461230012,0.01385972280554389,0.019293963219196863,0.2971246006389776,4.230202905782345,694.0,0.0031197601291059235,0.1358,0.16446507982862446,0,0,Monday,9,2025,227,panjang (7-15 mnt),91,15,1,1,1.0,amerika_barat,2,3,3.1,689604.3,sangat_bagus
Bjxo1FSbD3Q,"GEMPAR‼ MALAYSIA PANIK‼ PRABOWO TEGAS MINTA INGGRIS HENTIKAN INTERVENSI, SINGAPURA KETAR-KETIR","Oct 4, 2025",764.0,204148.0,0:05:12,40.88,0.0,0.0,383.0,53.0,2345.0,51.0,97.87,151.0,666.0,0.0,0.0,16085.309,763141.296,0.0,763141.296,1387528.888,187315.0,9218.297,7407.463,150519.0,3816.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498.0,129.4889,0.251,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,204148.0,17709.1745,330.0,779226.605,1553948.0,11.4,312.0,764.0,2025-10-04,0.01148676450418324,0.003262339087328801,0.000739659462742716,0.021285475792988316,0.015488763054254756,0.4083769633507853,3.816969086153183,330.0,0.0016164743225503067,0.114,0.13137376540270332,0,5,Saturday,10,2025,194,panjang (7-15 mnt),94,11,2,1,1.0,malaysia,1,3,5.2,1061569.6,viral
MdQ0p1BIveY,GEMPAR‼ PRABOWO BAWA PULANG PUSAKA BANGSA SETELAH 175 TAHUN DI RAMPAS BELANDA,"Sep 30, 2025",682.0,191662.0,0:04:21,38.29,24.0,2160.0,713.0,63.0,2642.0,34.0,98.73,904.0,587.0,0.0,0.0,7055.109,616626.384,0.0,616626.384,1121139.046,163048.0,7909.159,6876.129,141752.0,3254.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,914.0,62.9788,0.226,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,191662.0,13902.6661,650.0,623681.493,1872214.0,8.78,261.0,682.0,2025-09-30,0.013784683453162338,0.0030626832653316777,0.004716636578977575,0.012705530642750373,0.02156400329747159,0.38269794721407624,3.2540696277822416,650.0,0.0033913869207250263,0.08779999999999999,0.10237184424430114,0,1,Tuesday,9,2025,198,panjang (7-15 mnt),77,12,1,1,1.0,amerika_barat,2,3,4.35,833729.7,viral
YeFiWX5TypA,"BANGGA‼ RIBUAN BUS CANGGIH RI SERBU BANGLADESH, MALAYSIA KAGET KOK BISA⁉","Nov 3, 2025",540.0,180861.0,0:03:50,42.78,8.0,720.0,241.0,27.0,1725.0,36.0,97.96,66.0,218.0,0.0,0.0,17312.199,601487.052,0.0,601487.052,1093612.6,134577.0,9493.495,8126.296,115196.0,3421.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149.0,129.9046,0.1832,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,180861.0,11604.9927,214.0,618799.251,1227363.0,12.47,230.0,540.0,2025-11-03,0.00953771128103903,0.0012053455416037731,0.0003649211272745368,0.020442930153321975,0.011107977949917339,0.42592592592592593,3.421407882296349,214.0,0.0011832291096477406,0.1247,0.14735738326803072,0,0,Monday,11,2025,164,panjang (7-15 mnt),72,11,1,1,1.0,malaysia,1,1,3.8333333333333335,693300.5,sangat_bagus
zl6bTJxFX3A,MARCHINGBAND TNI GAGAH DI PRANCIS SEMENTARA JIRAN GAGAL ATRAKSI NETIZEN:KAYAK ANAK SD LAGI LATIHAN‼️,"Jul 15, 2025",626.0,172564.0,0:03:56,37.84,0.0,0.0,738.0,13.0,1942.0,53.0,97.34,79.0,209.0,0.0,5.0,22475.355,487713.139,0.0,487713.139,886750.556,122266.0,8791.547,7252.634,100864.0,2993.486,0.0,99.0,4984.0,118140.147,5.0,121047.724,6379.534,0.0,2721.0,180.1747,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,172564.0,11355.2571,725.0,516568.278,1429147.0,9.34,236.0,626.0,2025-07-15,0.011253795693192091,0.0012111448506061519,0.0004578011636262488,0.026566416040100252,0.012922741707424492,0.3769968051118211,2.993488085579843,725.0,0.004201339792772537,0.0934,0.12074615137561076,0,1,Tuesday,7,2025,275,panjang (7-15 mnt),100,14,0,1,1.0,malaysia,1,2,3.933333333333333,678751.7333333333,sangat_bagus
wEYqiEaaQZs,AMERIKA EROPA TERKEJUT‼ PRABOWO BERANI ANCAM SERANG TIMOR LESTE SOAL PENEMBAKAN WNI,"Aug 29, 2025",1290.0,165408.0,0:04:31,21.04,0.0,0.0,740.0,31.0,1306.0,51.0,96.24,134.0,533.0,0.0,0.0,6103.357,454668.608,0.0,454668.608,826669.912,111120.0,8384.586,7439.434,98594.0,2785.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,50.9485,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,1.77,13757.0,165408.0,12468.2642,709.0,460771.964,1262232.0,11.65,271.0,1290.0,2025-08-29,0.007895627781002128,0.0032223350744824916,0.000810118011220739,0.03758290346352248,0.01192808086670536,0.21007751937984495,2.785669157477268,709.0,0.004286370671309731,0.1165,0.13104405529252944,0,4,Friday,8,2025,230,sangat panjang (>15 mnt),83,12,1,1,1.0,diplomasi,1,2,4.516666666666667,747092.8,sangat_bagus
n4h9hrgi9HA,"HEBOH‼ PASAR GRATIS PERTAMA DI GAZA DIBANGUN INDONESIA, RELAWAN DUNIA BERKUMPUL BANTU RI","Oct 31, 2025",485.0,152609.0,0:03:40,45.53,0.0,0.0,824.0,70.0,3426.0,31.0,99.1,526.0,362.0,0.0,0.0,17775.52,508957.903,0.0,508957.903,925377.525,113946.0,9806.364,8121.194,94365.0,3451.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,127.6341,0.1679,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,152609.0,9360.7051,754.0,526733.424,1310662.0,9.36,220.0,485.0,2025-10-31,0.02244952787843443,0.0023720750414457864,0.0034467167729295128,0.008967312698871854,0.02826831969280973,0.4536082474226804,3.4515226755958035,754.0,0.004940730887431279,0.09359999999999999,0.11643657937744438,0,4,Friday,10,2025,167,panjang (7-15 mnt),88,13,1,1,1.0,israel_palestina,1,2,3.6666666666666665,559566.3333333333,sangat_bagus
yEclubDsz7A,MALAYSIA GEMETAR LIHAT DETIK-DETIK AKSI SUPER TUCANO TNI RATAKAN MARKAS OPM PAPUA DI PEGUNUNGAN,"Oct 17, 2025",570.0,148619.0,0:03:52,40.77,0.0,0.0,339.0,30.0,1671.0,50.0,97.09,40.0,509.0,20581.182,3.0,5010.522,413667.858,0.0,413667.858,752123.697,120810.0,7116.992,6225.674,105680.0,2955.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,41.6805,0.1995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,148619.0,9592.9064,309.0,439259.562,1258115.0,10.78,232.0,570.0,2025-10-17,0.011243515297505703,0.00342486492305829,0.00026914459120300904,0.02905287623474724,0.014937524811767001,0.4070175438596491,2.9556083811625697,309.0,0.002079141967043245,0.10779999999999999,0.11812831100495583,0,4,Friday,10,2025,181,panjang (7-15 mnt),95,14,0,0,1.0,malaysia,1,3,3.8666666666666667,574660.1333333333,sangat_bagus
Bcynz0O6pdo,"MALAYSIA MALU BESAR‼ INDONESIA PUNYA KAPAL INDUK BESAR GARIBALDI, MEDIA LANGSUNG SOROT INDONESIA","Sep 28, 2025",509.0,138969.0,0:03:32,41.66,0.0,0.0,260.0,39.0,1708.0,25.0,98.56,74.0,381.0,0.0,0.0,12278.589,406988.014,0.0,406988.014,739977.654,97551.0,9040.545,7585.547,81851.0,3016.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625.0,89.1762,0.1827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,138969.0,8185.1964,221.0,419266.602,1041816.0,11.31,212.0,509.0,2025-09-28,0.012290510833351323,0.0027416186343716944,0.0005324928581194367,0.014425851125216388,0.015564622325842454,0.4165029469548134,3.016979340716275,221.0,0.0015902827249242638,0.1131,0.1333911170494598,0,6,Sunday,9,2025,200,panjang (7-15 mnt),96,13,1,1,1.0,malaysia,1,1,3.533333333333333,491023.8,sangat_bagus
bvLcjt9kNZY,"GEMPAR‼ NEGARA ARAB BERBONDONG TIRU GAYA PRABOWO, SENJATA AS & ISRAEL TAK BERGUNA","Sep 17, 2025",510.0,131426.0,0:03:29,41.15,0.0,0.0,230.0,30.0,1365.0,21.0,98.48,86.0,253.0,0.0,3.0,7784.052,452542.235,0.0,452542.235,822803.976,98581.0,9793.303,8346.476,84017.0,3518.633,0.0,83.0,1600.0,137304.949,3.0,2113.334,2113.626,0.0,982.0,57.0875,0.1897,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,131426.0,7661.8201,200.0,462439.913,817318.0,14.13,209.0,510.0,2025-09-17,0.010386072770988998,0.0019250376637803782,0.0006543606287949112,0.015151515151515152,0.012965471063564287,0.40980392156862744,3.51863339826214,200.0,0.001521768904174212,0.1413,0.16080154847929448,0,2,Wednesday,9,2025,211,panjang (7-15 mnt),81,13,1,1,1.0,israel_palestina,1,3,3.4833333333333334,457800.56666666665,sangat_bagus
xVlX24u2d48,"MERINDING‼ BULE TURUN GUNUNG KOMENTARI DEMO INDONESIA, NEGARA BARAT PANIK","Sep 4, 2025",694.0,124596.0,0:04:48,41.61,0.0,0.0,399.0,35.0,1718.0,20.0,98.85,146.0,232.0,0.0,0.0,11183.806,400480.427,0.0,400480.427,728146.465,101157.0,8755.97,7198.182,83160.0,3303.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,89.5536,0.2337,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,124596.0,9993.3073,364.0,411664.233,1076820.0,9.76,288.0,694.0,2025-09-04,0.013788564640919451,0.0018620180423127549,0.0011717872162830267,0.011507479861910242,0.016822369899515233,0.414985590778098,3.3039923673312144,364.0,0.002921442100870012,0.09759999999999999,0.11570736056165376,0,3,Thursday,9,2025,224,panjang (7-15 mnt),73,10,2,1,1.0,amerika_barat,1,1,4.8,598060.7999999999,sangat_bagus
i38e4fQqUVs,HEBOH! DPR MALAYSIA BAWA-BAWA PANCASILA! GEGER KONSEP PANCASILA DI AKUI HEBAT!,"Jun 20, 2025",675.0,120633.0,0:04:20,38.55,0.0,0.0,221.0,8.0,660.0,29.0,95.79,61.0,236.0,0.0,1.0,17554.402,364473.348,0.0,364473.348,662678.954,94494.0,8278.416,7012.921,80049.0,3169.069,0.0,115.0,1855.0,4937.71,1.0,4656.887,266.636,0.0,1812.0,126.4454,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,1.46,26780.0,120633.0,8719.6582,213.0,382294.386,800528.0,12.29,260.0,675.0,2025-06-20,0.005471139737882669,0.001956346936576227,0.000505665945470974,0.0420899854862119,0.00793315261992987,0.3851851851851852,3.169069707294024,213.0,0.0017656860063166794,0.1229,0.1506917934163452,0,4,Friday,6,2025,300,panjang (7-15 mnt),78,11,2,0,1.0,malaysia,1,2,4.333333333333333,522742.99999999994,sangat_bagus
KedXn4xuVSk,"MEMANAS‼ DPR MALAYSIA DESAK AGAR TKI INDONESIA KEMBALI, JIRAN PANIK KEKURANGAN TENAGA","Oct 2, 2025",715.0,119810.0,0:04:28,37.54,0.0,0.0,195.0,23.0,1272.0,35.0,97.32,102.0,1383.0,0.0,0.0,16728.091,432940.775,0.0,432940.775,787165.067,100151.0,9803.291,7859.782,80296.0,3753.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.0,121.4486,0.2316,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,119810.0,8933.5964,172.0,449668.866,924584.0,10.78,268.0,715.0,2025-10-02,0.010616809949086052,0.011543276855020448,0.000851347967615391,0.026778882938026015,0.023011434771721892,0.3748251748251748,3.7531830898923295,172.0,0.0014356063767632084,0.10779999999999999,0.1295826014726623,0,3,Thursday,10,2025,196,panjang (7-15 mnt),85,12,1,1,1.0,malaysia,2,3,4.466666666666667,535151.3333333334,sangat_bagus
FYCWCjDdTII,DPR MALAYSIA NAIK PITAM! SIAP NYATAKAN PERANG GARA-GARA INI! LIHAT TUH INDONESIA,"Jun 23, 2025",552.0,118920.0,0:03:06,33.77,0.0,0.0,102.0,9.0,316.0,29.0,91.59,27.0,570.0,0.0,0.0,10727.886,323457.58,0.0,323457.58,588104.127,76879.0,9216.777,7649.737,63808.0,2810.169,0.0,27.0,824.0,0.0,0.0,0.0,0.0,0.0,1424.0,78.4564,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,118920.0,6158.0812,93.0,334185.466,425196.0,22.73,186.0,552.0,2025-06-23,0.0026572485704675413,0.00479313824419778,0.0002270433905146317,0.08405797101449275,0.007677430205179953,0.33695652173913043,2.8101704170871176,93.0,0.0007820383451059536,0.2273,0.2796827815877854,0,0,Monday,6,2025,297,panjang (7-15 mnt),80,12,1,0,1.0,malaysia,1,1,3.1,368652.0,sangat_bagus
1lFX6oQbHYQ,BEGINI BEDANYA‼ LEBIH ENAK MANA⁉ KETURUNAN INDIA MALAYSIA ATAU KETURUNAN INDIA INDONESIA,"Nov 7, 2025",600.0,118736.0,0:03:31,35.32,3.0,240.0,62.0,5.0,515.0,13.0,97.54,18.0,140.0,0.0,0.0,26326.458,352257.953,0.0,352257.953,640468.886,61597.0,13641.51,10397.729,46950.0,3188.454,0.0,9.0,301.0,0.0,0.0,0.0,0.0,0.0,2756.0,176.4846,0.2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,118736.0,6989.3073,57.0,378584.411,740554.0,12.34,211.0,600.0,2025-11-07,0.004337353456407492,0.0011790863764991242,0.00015159681983560166,0.02462121212121212,0.005668036652742218,0.3516666666666667,3.1884551526074656,57.0,0.00048005659614607193,0.1234,0.16033402020649407,0,4,Friday,11,2025,160,panjang (7-15 mnt),88,12,0,1,1.0,malaysia,1,1,3.5166666666666666,417554.93333333335,sangat_bagus
n9L4C9WOFAo,MALAYSIA HEBOH LIHAT SPANYOL SEBUT INDONESIA JADI PEMAIN UTAMA INDUSTRI SENJATA PERANCIS‼,"Oct 14, 2025",564.0,114179.0,0:04:03,43.09,0.0,0.0,182.0,24.0,1662.0,13.0,99.22,56.0,275.0,0.0,0.0,11243.19,376321.253,0.0,376321.253,684219.976,87699.0,9520.642,7801.913,71867.0,3394.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.0,81.7276,0.1912,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,114179.0,7707.7115,158.0,387564.443,796814.0,12.08,243.0,564.0,2025-10-14,0.01455609175067219,0.002408498935881379,0.0004904579651249354,0.007761194029850746,0.017455048651678504,0.4308510638297872,3.3943583583671257,158.0,0.0013837921158882107,0.1208,0.14329442002776055,0,1,Tuesday,10,2025,184,panjang (7-15 mnt),89,12,1,1,1.0,malaysia,1,1,4.05,462424.94999999995,sangat_bagus
fxRU4X1NckY,INDONESIA DI HINA MISKIN DAN PENGHASIL BABU‼ NETIZEN MALAYSIA TERDIAM HABIS DI KULITI NETZ INDONESIA,"Sep 26, 2025",720.0,112767.0,0:04:31,37.73,0.0,0.0,344.0,33.0,1705.0,21.0,98.78,226.0,705.0,0.0,1.0,9124.42,389715.902,0.0,389715.902,708574.775,95353.0,8997.775,7431.07,78750.0,3620.646,0.0,147.0,2424.0,174981.254,1.0,9356.93,9448.97,0.0,1021.0,67.619,0.2345,9.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,112767.0,8509.2437,311.0,408289.292,867267.0,10.45,271.0,720.0,2025-09-26,0.015119671535112223,0.006251828992524409,0.002004132414624846,0.01216685979142526,0.023375632942261478,0.3763888888888889,3.6206451532806585,311.0,0.00275789903074481,0.1045,0.13002570142758804,0,4,Friday,9,2025,202,panjang (7-15 mnt),100,15,1,1,1.0,malaysia,1,2,4.516666666666667,509330.95,sangat_bagus
Yf27ddLvA5o,"MERINDING‼ PARADE MILITER WANITA INDONESIA & CHINA TAMPIL MEMUKAU,  PARADE MALAYSIA KLAIM TERBAIK⁉","Jul 23, 2025",1050.0,109238.0,0:05:51,33.46,0.0,0.0,216.0,17.0,662.0,31.0,95.53,68.0,61.0,0.0,0.0,15629.243,293333.285,0.0,293333.285,533333.082,74354.0,8055.053,7172.89,66211.0,2828.34,0.0,114.0,2904.0,0.0,0.0,16761.527,0.0,0.0,1390.0,117.12,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,2.13,20026.0,109238.0,10661.7903,199.0,308962.527,761049.0,11.48,351.0,1050.0,2025-07-23,0.006060162214613962,0.0005584137388088394,0.0006224940039180505,0.044733044733044736,0.007241069957340852,0.3342857142857143,2.828342948424541,199.0,0.0018217103938190007,0.1148,0.1435360929453951,0,2,Wednesday,7,2025,267,sangat panjang (>15 mnt),98,13,1,1,1.0,malaysia,1,3,5.85,639042.2999999999,sangat_bagus
TOQmXlWp5pk,DRUM NUSANTARA GUNCANG PARIS‼️200 PENABUH TNI BIKIN BULE EROPA TERBENGONG PRABOWO HORMAT BANGGA‼️,"Jul 16, 2025",518.0,106961.0,0:03:47,44.01,-1.0,-110.0,667.0,35.0,1390.0,22.0,98.44,187.0,54.0,0.0,3.0,7719.302,292877.218,0.0,292877.218,532503.907,80948.0,7460.023,6578.345,71381.0,2821.403,0.0,73.0,2352.0,28804.528,4.0,19010.449,1399.714,-215.939,1033.0,62.8342,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,106961.0,6773.4021,632.0,301780.294,770719.0,11.47,227.0,518.0,2025-07-16,0.012995390843391517,0.000504856910462692,0.0017483007825282112,0.015580736543909348,0.01524854853638242,0.43822393822393824,2.8214049419882015,632.0,0.005908695692822617,0.11470000000000001,0.1387808007847218,0,2,Wednesday,7,2025,274,panjang (7-15 mnt),97,13,0,1,1.0,militer_tni,1,3,3.783333333333333,404669.11666666664,sangat_bagus
