Konten,Judul video,Waktu publikasi video,Durasi,Penayangan tak dilewati,Rata-rata durasi tonton,Persentase penayangan rata-rata (%),Diviralkan,Poin hype,Subscriber yang diperoleh,Subscriber yang hilang,Suka,Tidak suka,Suka (vs. tidak suka) (%),Pembagian,Komentar ditambahkan,Pendapatan transaksi (IDR),Transaksi,YouTube Premium (IDR),Iklan Halaman Tonton (IDR),Estimasi pendapatan DoubleClick (IDR),Estimasi pendapatan AdSense (IDR),Pendapatan iklan YouTube (IDR),Tayangan iklan,CPM berbasis-pemutaran (IDR),CPM (IDR),Estimasi pemutaran yang dimonetisasi,RPM (IDR),Rubi,Klik produk,Tayangan produk,Total penjualan (IDR),Pesanan,Komisi yang disetujui (IDR),Komisi tertunda (IDR),Komisi yang dihapus (IDR),Penayangan YouTube Premium,Waktu tonton YouTube Premium (jam),Jam streaming,Set pengingat,Pesan chat,Reaksi,Perubahan jumlah subscriber per postingan,Penayangan klip komunitas,Waktu tonton dari klip komunitas (jam),Jumlah klik pada kartu,Kartu ditampilkan,Jumlah klik pada teaser kartu,Teaser kartu ditampilkan,Klik pada elemen layar akhir,Klik per elemen layar akhir yang ditampilkan (%),Elemen layar akhir yang ditampilkan,Penayangan,Waktu tonton (jam),Subscriber,Estimasi pendapatan (IDR),Tayangan,Rasio klik-tayang dari tayangan (%),avg_watch_seconds,durasi_detik,published_at,like_rate,comment_rate,share_rate,dislike_ratio,engagement_rate,watch_time_ratio,revenue_per_view,subscriber_net,subscriber_net_per_view,ctr,impression_to_view_rate,upload_hour,upload_day,upload_day_name,upload_month,upload_year,video_age_days,duration_bucket,title_length,title_words,sensational_count,has_symbol,caps_ratio,topic_cluster,topic_score,entity_count,avg_watch_minutes,perf_score,performance_class
UL5Qyg1f9gU,"RI GUNCANG DUNIA, JET TEMPUR KF-21 BORAMAE BIKIN BARAT GEMETAR KETAKUTAN‼️","Mar 3, 2026",510.0,3049.0,0:03:13,37.98,1.0,80.0,4.0,3.0,69.0,1.0,98.57,3.0,13.0,0.0,0.0,89.938,35506.193,0.0,35506.193,64574.588,2985.0,25283.707,21633.028,2554.0,11681.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.7762,0.1749,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.3,825.0,3049.0,164.064,1.0,35596.131,13975.0,16.05,193.0,510.0,2026-03-03,0.022630370613315843,0.004263693014102984,0.0009839291571006887,0.014285714285714285,0.027877992784519516,0.3784313725490196,11.6746903902919,1.0,0.00032797638570022957,0.1605,0.21817531305903398,0,1,Tuesday,3,2026,44,panjang (7-15 mnt),74,11,1,1,1.0,amerika_barat,1,1,3.216666666666667,9807.616666666667,rendah
OYdkSnb5CuY,HARGA DIRI BANGSA DIINJAK-INJAK MALAYSIA! TNI AL SIKAT HABIS PARASIT EKONOMI DI PERAIRAN RIAU!,"Mar 4, 2026",540.0,3046.0,0:03:12,35.63,0.0,0.0,0.0,0.0,75.0,1.0,98.68,8.0,63.0,0.0,0.0,147.599,14699.687,0.0,14699.687,26745.241,3030.0,10169.293,8826.812,2630.0,4877.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.1066,0.1833,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.69,1127.0,3046.0,162.787,0.0,14847.286,14502.0,15.81,192.0,540.0,2026-03-04,0.024622455679579776,0.02068286277084701,0.0026263952724885093,0.013157894736842105,0.0479317137229153,0.35555555555555557,4.874355219960604,0.0,0.0,0.15810000000000002,0.2100399944835195,0,2,Wednesday,3,2026,43,panjang (7-15 mnt),94,14,0,0,1.0,malaysia,1,4,3.2,9747.2,rendah
 -A6Ikz58Wbg,"5 RIBU MAYAT AS TERGELETAK! 10 JUTA WARGA IRAN MENGGILA, TRUMP MENYERAH TOTAL!","Apr 11, 2026",630.0,3030.0,0:03:43,35.51,0.0,0.0,1.0,1.0,58.0,3.0,95.08,4.0,15.0,0.0,0.0,148.912,17104.381,0.0,17104.381,31011.616,3071.0,11451.852,10098.214,2708.0,5759.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0534,0.2082,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.13,1502.0,3030.0,188.2965,0.0,17253.293,7265.0,27.21,223.0,630.0,2026-04-11,0.01914191419141914,0.0049504950495049506,0.0013201320132013201,0.04918032786885246,0.025412541254125412,0.353968253968254,5.694156105610562,0.0,0.0,0.2721,0.41706813489332417,0,5,Saturday,4,2026,5,panjang (7-15 mnt),78,13,1,0,1.0,amerika_barat,1,1,3.716666666666667,11261.5,rendah
bxfElTj9u2w,"HEBOH! INDIA JIPLAK BUS INDONESIA, KAROSERI RI JADI PRIMADONA DIPESAN BANYAK NEGARA MAJU","Feb 5, 2026",600.0,3024.0,0:03:11,31.86,1.0,80.0,0.0,0.0,41.0,1.0,97.62,3.0,4.0,0.0,0.0,287.759,13285.208,0.0,13285.208,24171.189,2540.0,10638.728,9516.216,2272.0,4488.468,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,20.0,1.609,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.84,979.0,3024.0,160.5515,0.0,13572.966,12691.0,14.03,191.0,600.0,2026-02-05,0.013558201058201057,0.0013227513227513227,0.000992063492063492,0.023809523809523808,0.015873015873015872,0.31833333333333336,4.488414682539682,0.0,0.0,0.14029999999999998,0.23827909542195255,0,3,Thursday,2,2026,70,panjang (7-15 mnt),88,13,1,0,1.0,lainnya,0,0,3.183333333333333,9626.4,rendah
D-hzKwhaBdE,NETANYAHU TERPANGGANG! ISRAEL PANIK TOTAL SKANDALNYA TERBONGKAR! RATUSAN RUDAL HUJANI TEL AVIV!,"Mar 20, 2026",600.0,3000.0,0:04:42,47.01,0.0,0.0,1.0,2.0,74.0,1.0,98.67,14.0,22.0,0.0,0.0,231.172,22465.78,0.0,22465.78,40870.037,3984.0,12336.262,10258.543,3313.0,7581.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.7877,0.1999,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.05,1853.0,3000.0,235.0296,-1.0,22696.952,8219.0,22.23,282.0,600.0,2026-03-20,0.024666666666666667,0.007333333333333333,0.004666666666666667,0.013333333333333334,0.03666666666666667,0.47,7.565650666666667,-1.0,-0.0003333333333333333,0.2223,0.3650079085046843,0,4,Friday,3,2026,27,panjang (7-15 mnt),95,12,2,0,1.0,israel_palestina,1,3,4.7,14100.0,rendah
f3HMSggrTUw,"JIRAN GEMETAR LIHAT PASUKAN ELIT MISTERIUS DENHARIN, 1 ORANG BISA RATAKAN 500 PRAJURIT SEKALIGUS!","Feb 19, 2026",540.0,2992.0,0:03:33,39.63,0.0,0.0,0.0,0.0,45.0,1.0,97.83,3.0,8.0,0.0,0.0,131.88,15315.258,0.0,15315.258,27865.756,3228.0,10114.612,8632.514,2755.0,5170.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.9771,0.1832,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.85,948.0,2992.0,177.8398,0.0,15447.138,13900.0,14.37,213.0,540.0,2026-02-19,0.015040106951871657,0.00267379679144385,0.001002673796791444,0.021739130434782608,0.01871657754010695,0.39444444444444443,5.162813502673797,0.0,0.0,0.1437,0.2152517985611511,0,3,Thursday,2,2026,56,panjang (7-15 mnt),97,14,0,0,1.0,malaysia,1,2,3.55,10621.6,rendah
E7SI8fiBm-s,KARMA HINA TKI‼ BANGLA NGAMUK DAN RICUH DI MALAYSIA WARGA JIRAN INGINKAN MEREKA BALIK KE NEGARANYA⁉,"Jul 2, 2025",661.0,2968.0,0:03:48,34.54,0.0,0.0,1.0,0.0,15.0,0.0,100.0,1.0,20.0,0.0,0.0,191.732,8644.641,0.0,8644.641,15731.856,2149.0,8615.474,7320.547,1826.0,3018.09,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,20.0,1.5318,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.52,657.0,2968.0,188.2369,1.0,8836.373,12858.0,19.8,228.0,661.0,2025-07-02,0.005053908355795148,0.006738544474393531,0.00033692722371967657,0.0,0.012129380053908356,0.34493192133131617,2.9772146226415095,1.0,0.00033692722371967657,0.198,0.23082905584072172,0,2,Wednesday,7,2025,288,panjang (7-15 mnt),99,16,1,1,1.0,malaysia,2,2,3.8,11278.4,rendah
aOiN-F7Pc8E,"MEMALUKAN! EJEK DAN HINA RUPIAH LEMAH, INDONESIA TAMPAR KERAS NETIZEN MALAYSIA YANG SOMBONG!","Mar 6, 2026",540.0,2954.0,0:03:21,37.39,1.0,80.0,0.0,0.0,57.0,1.0,98.28,6.0,19.0,0.0,0.0,204.377,21404.814,0.0,21404.814,38939.959,3642.0,12826.073,10691.916,3036.0,7309.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.9692,0.1832,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.12,803.0,2954.0,165.6792,0.0,21609.191,13900.0,16.46,201.0,540.0,2026-03-06,0.01929587000677048,0.006431956668923494,0.002031144211238998,0.017241379310344827,0.027758970886932972,0.37222222222222223,7.315230534867975,0.0,0.0,0.1646,0.21251798561151078,0,4,Friday,3,2026,41,panjang (7-15 mnt),92,13,1,0,1.0,malaysia,1,2,3.35,9895.9,rendah
I7X6lKrkVho,MALAYSIA TERKEJUT! MANUVER SENYAP RI-RUSIA SELAMATKAN BURKINA FASO DARI JAJAHAN PRANCIS & AS!,"Dec 26, 2025",126.0,2953.0,0:01:41,80.51,0.0,0.0,4.0,0.0,95.0,3.0,96.94,1.0,7.0,0.0,0.0,5.727,0.0,0.0,0.0,,,,,,247.798,0.0,2.0,2331.0,0.0,0.0,0.0,0.0,0.0,14.0,0.2004,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4844.0,83.4096,4.0,732.151,9149.0,12.05,101.0,126.0,2025-12-26,0.019611890999174236,0.001445086705202312,0.00020644095788604458,0.030612244897959183,0.02126341866226259,0.8015873015873016,0.15114595375722542,4.0,0.0008257638315441783,0.12050000000000001,0.5294567712318287,0,4,Friday,12,2025,111,pendek (1-3 mnt),93,13,0,0,1.0,malaysia,1,3,1.6833333333333333,8154.066666666667,rendah
G6kxw9AFpcQ,"DPR MALAYSIA NGOTOT CAPLOK AMBALAT, INDONESIA KIRIM PASUKAN TNI & KAPAL PERANG","Dec 11, 2025",626.0,2924.0,0:04:07,39.57,0.0,0.0,2.0,0.0,46.0,1.0,97.87,2.0,47.0,0.0,0.0,138.622,9134.074,0.0,9134.074,16620.416,2037.0,9454.162,8159.262,1758.0,3167.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.097,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.1,1461.0,2924.0,201.2048,2.0,9272.695,11079.0,22.71,247.0,626.0,2025-12-11,0.01573187414500684,0.016073871409028728,0.0006839945280437756,0.02127659574468085,0.032489740082079346,0.39456869009584666,3.171236320109439,2.0,0.0006839945280437756,0.2271,0.2639227367090893,0,3,Thursday,12,2025,126,panjang (7-15 mnt),78,12,1,0,1.0,militer_tni,2,4,4.116666666666666,12037.133333333331,rendah
WqG_mu2c-Zg,"GEMPAR! JURNALIS INDIA BONGKAR LOKASI JASAD NETANYAHU! JENDRAL ISRAEL PANIK, TRUMP AUTO STRESS!","Mar 19, 2026",600.0,2918.0,0:03:55,39.27,0.0,0.0,0.0,1.0,61.0,1.0,98.39,2.0,6.0,0.0,0.0,482.407,19260.242,0.0,19260.242,35039.786,3473.0,12563.566,10089.198,2789.0,6771.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3.2585,0.1998,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.41,1137.0,2918.0,190.9665,-1.0,19742.648,11192.0,18.09,235.0,600.0,2026-03-19,0.020904729266620972,0.00205620287868403,0.0006854009595613434,0.016129032258064516,0.023646333104866347,0.39166666666666666,6.765814941740919,-1.0,-0.0003427004797806717,0.1809,0.2607219442458899,0,3,Thursday,3,2026,28,panjang (7-15 mnt),95,13,3,0,1.0,israel_palestina,1,2,3.9166666666666665,11428.833333333332,rendah
R1_TP0BPq-A,"GEMPARKAN AS‼️ RIBUAN TENTARA TENGGELAM DI LAUT DIHAJAR RUDAL IRAN, TRUMP MINTA AMPUN‼️","Apr 9, 2026",600.0,2916.0,0:03:38,36.41,0.0,0.0,0.0,0.0,28.0,3.0,90.32,1.0,6.0,0.0,0.0,261.49,16761.09,0.0,16761.09,30490.901,2573.0,13176.707,11850.331,2314.0,5880.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0034,0.1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.06,1117.0,2916.0,176.9396,0.0,17022.58,7057.0,29.38,218.0,600.0,2026-04-09,0.009602194787379973,0.00205761316872428,0.0003429355281207133,0.0967741935483871,0.012002743484224965,0.36333333333333334,5.837647462277093,0.0,0.0,0.2938,0.41320674507581123,0,3,Thursday,4,2026,7,panjang (7-15 mnt),87,13,2,1,1.0,militer_tni,1,2,3.6333333333333333,10594.8,rendah
e-p-SzrWLgY,"MEDIA ASING BONGKAR DATA MILITER RI VS MALAYSIA, SEBUT INDONESIA ADIDAYA SETARA AS DAN CHINA!","Jan 6, 2026",480.0,2916.0,0:03:58,49.66,0.0,0.0,2.0,1.0,77.0,4.0,95.06,0.0,17.0,0.0,0.0,138.168,11009.115,0.0,11009.115,20030.549,2183.0,10351.705,9175.698,1935.0,3823.577,0.0,3.0,71.0,0.0,0.0,0.0,0.0,0.0,22.0,1.5226,0.1666,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.47,2068.0,2916.0,193.0688,1.0,11147.283,20117.0,10.87,238.0,480.0,2026-01-06,0.026406035665294925,0.005829903978052126,0.0,0.04938271604938271,0.03223593964334705,0.49583333333333335,3.8227993827160494,1.0,0.0003429355281207133,0.10869999999999999,0.14495203062086792,0,1,Tuesday,1,2026,100,panjang (7-15 mnt),93,15,1,0,1.0,malaysia,1,4,3.966666666666667,11566.800000000001,rendah
JJ0QXhuWn4g,"MEDIA ASING HEBOH KRI BUNG TOMO-357 GUNCANG INDIA, MALAYSIA SYOK! TNI AL REBUT JUARA UMUM MILAN 2026","Feb 24, 2026",500.0,2914.0,0:03:15,39.2,0.0,0.0,1.0,1.0,66.0,1.0,98.51,3.0,9.0,0.0,0.0,152.116,14152.331,0.0,14152.331,25749.897,3085.0,9494.8,8346.806,2712.0,4908.887,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,18.0,1.1205,0.1721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3.27,1347.0,2914.0,158.6309,0.0,14304.448,11081.0,17.32,195.0,500.0,2026-02-24,0.022649279341111873,0.0030885380919698007,0.001029512697323267,0.014925373134328358,0.026767330130404943,0.39,4.908870281400137,0.0,0.0,0.1732,0.2629726558974822,0,1,Tuesday,2,2026,51,panjang (7-15 mnt),100,17,1,0,1.0,malaysia,1,3,3.25,9470.5,rendah
pTIHXgjk90A,"MALAYSIA KEBAKARAN JENGGOT! KENA MENTAL GARA-GARA HARGA BBM KITA MURAH, MALAYSIA NAIK GILA-GILAAN!","Apr 7, 2026",540.0,2874.0,0:03:18,36.76,0.0,0.0,0.0,1.0,44.0,2.0,95.65,2.0,28.0,0.0,0.0,125.584,11805.414,0.0,11805.414,21478.767,2274.0,10793.35,9445.368,1990.0,4193.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.2034,0.1831,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.98,1430.0,2874.0,158.4537,-1.0,11930.998,13088.0,17.11,198.0,540.0,2026-04-07,0.015309672929714684,0.009742519137091163,0.0006958942240779402,0.043478260869565216,0.025748086290883786,0.36666666666666664,4.151356297842728,-1.0,-0.0003479471120389701,0.1711,0.21959046454767725,0,1,Tuesday,4,2026,9,panjang (7-15 mnt),98,13,1,0,1.0,malaysia,1,1,3.3,9484.199999999999,rendah
biYHuZ5tXqI,INDONESIA JADI PENENTU NASIB 1 MILIAR ORANG! INDIA-AUSTRALIA TERANCAM KELAPARAN!,"Apr 3, 2026",600.0,2852.0,0:03:37,36.26,0.0,0.0,2.0,1.0,49.0,1.0,98.0,5.0,6.0,0.0,0.0,115.485,13329.745,0.0,13329.745,24257.856,2391.0,11612.186,10145.486,2089.0,4761.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0607,0.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.45,1170.0,2852.0,172.3787,1.0,13445.23,17413.0,13.71,217.0,600.0,2026-04-03,0.017180925666199158,0.0021037868162692847,0.0017531556802244039,0.02,0.021037868162692847,0.3616666666666667,4.714316269284712,1.0,0.0003506311360448808,0.1371,0.16378567736748406,0,4,Friday,4,2026,13,panjang (7-15 mnt),80,10,0,0,1.0,amerika_barat,1,1,3.6166666666666667,10314.733333333334,rendah
jj4tR1MXgGM,"GILA KEBERANIAN INDONESIA BIKIN NETANYAHU PANIK, 20 RIBU PASUKAN BERANGKAT KE PALESTINA","Sep 26, 2025",752.0,2845.0,0:03:49,30.54,0.0,0.0,6.0,0.0,-3.0,1.0,150.0,3.0,0.0,0.0,0.0,49.345,6667.706,0.0,6667.706,12135.097,1854.0,7350.15,6545.36,1651.0,2376.33,0.0,3.0,61.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4915,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2845.0,181.4661,6.0,6717.052,18238.0,12.97,229.0,752.0,2025-09-26,-0.001054481546572935,0.0,0.001054481546572935,-0.5,0.0,0.3045212765957447,2.361002460456942,6.0,0.00210896309314587,0.1297,0.15599298168658846,0,4,Friday,9,2025,202,panjang (7-15 mnt),87,12,3,0,1.0,israel_palestina,1,2,3.816666666666667,10858.416666666668,rendah
IGPXzCVX8HY,"🔴 BREAKING NEWS: AMERIKA NYERAH TENTARANYA KABUR! ""TRUMP TUMBALKAN KAMI DEMI NETANYAHU""","Mar 19, 2026",11178.0,2823.0,0:09:44,5.22,0.0,0.0,0.0,0.0,31.0,1.0,96.88,0.0,15.0,0.0,0.0,823.274,14980.268,0.0,14980.268,27258.624,3530.0,8781.773,7721.99,3104.0,5836.071,0.0,5.0,1029.0,0.0,0.0,0.0,0.0,0.0,31.0,12.6106,3.1079,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2823.0,457.9705,0.0,15803.543,12447.0,18.29,584.0,11178.0,2026-03-19,0.010981225646475381,0.005313496280552604,0.0,0.03125,0.016294721927027984,0.05224548219717302,5.598137796670209,0.0,0.0,0.18289999999999998,0.22680163894914437,0,3,Thursday,3,2026,28,sangat panjang (>15 mnt),87,12,0,0,1.0,amerika_barat,1,1,9.733333333333333,27477.199999999997,rendah
Ywfa08vhy-k,"SALAH PILIH LAWAN! 500 RUDAL IRAN MELEDAK DIMANA-MANA! WARGA ZIONIS KETAKUTAN, NETANYAHU PENGECUT!","Apr 12, 2026",600.0,2818.0,0:04:00,40.0,0.0,0.0,1.0,1.0,64.0,0.0,100.0,1.0,11.0,0.0,0.0,246.286,13154.933,0.0,13154.933,23934.304,2585.0,10948.904,9258.918,2186.0,,0.0,5.0,1053.0,0.0,0.0,0.0,0.0,0.0,22.0,1.9638,0.1998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.56,1445.0,2818.0,187.8895,0.0,13401.219,9564.0,22.25,240.0,600.0,2026-04-12,0.0227111426543648,0.0039034776437189495,0.00035486160397445,0.0,0.0269694819020582,0.4,4.755578069552874,0.0,0.0,0.2225,0.294646591384358,0,6,Sunday,4,2026,4,panjang (7-15 mnt),98,13,1,0,1.0,militer_tni,1,1,4.0,11272.0,rendah
hwJeYWQmcLY,"RIBUAN RUDAL IRAN BERJATUHAN‼️ 39 TENTARA AS TEWAS SERENTAK, TRUMP-NETANYAHU SLEK‼️","Apr 3, 2026",540.0,2808.0,0:03:34,39.79,0.0,0.0,0.0,1.0,68.0,1.0,98.55,3.0,20.0,0.0,0.0,260.715,16038.298,0.0,16038.298,29175.306,2426.0,13684.477,12026.095,2132.0,5805.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.9749,0.1833,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2.9,1966.0,2808.0,167.5922,-1.0,16299.013,9536.0,21.06,214.0,540.0,2026-04-03,0.024216524216524215,0.007122507122507123,0.0010683760683760685,0.014492753623188406,0.032407407407407406,0.3962962962962963,5.80449180911681,-1.0,-0.00035612535612535614,0.21059999999999998,0.29446308724832215,0,4,Friday,4,2026,13,panjang (7-15 mnt),83,11,0,1,1.0,militer_tni,1,2,3.566666666666667,10015.2,rendah
sL1fE-MJSas,DPR MALAYSIA KISRUH‼️ SABAH SARAWAK INGIN LEPAS ‼️ WARGANYA LAWAN RAJA PAKAI BHS INDONESIA ⁉️,"Mar 11, 2026",540.0,2805.0,0:03:49,42.46,0.0,0.0,0.0,1.0,52.0,1.0,98.11,3.0,10.0,0.0,0.0,281.144,21511.658,0.0,21511.658,39133.476,3404.0,14142.926,11496.321,2767.0,7768.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.6786,0.1832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.44,1679.0,2805.0,178.6478,-1.0,21792.802,12867.0,17.74,229.0,540.0,2026-03-11,0.018538324420677363,0.0035650623885918,0.0010695187165775401,0.018867924528301886,0.023172905525846704,0.42407407407407405,7.769269875222816,-1.0,-0.00035650623885918,0.17739999999999997,0.21799953369083702,0,2,Wednesday,3,2026,36,panjang (7-15 mnt),93,15,0,1,1.0,malaysia,1,2,3.816666666666667,10705.75,rendah
zOliZJJ8a_U,"PAPUA RESMI JADI PUSAT PANGAN DUNIA, 15 NEGARA BEREBUT ANTRE MINTA JATAH PANGAN KE INDONESIA‼️","Feb 28, 2026",540.0,2787.0,0:03:06,34.5,1.0,80.0,0.0,0.0,50.0,0.0,100.0,2.0,24.0,0.0,0.0,112.498,14164.832,0.0,14164.832,25770.414,2720.0,11377.666,9474.417,2265.0,5139.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.9551,0.1832,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.42,784.0,2787.0,144.2395,0.0,14277.33,14446.0,15.37,186.0,540.0,2026-02-28,0.01794043774668102,0.008611410118406888,0.0007176175098672408,0.0,0.02726946537495515,0.34444444444444444,5.122831001076427,0.0,0.0,0.1537,0.19292537726706355,0,5,Saturday,2,2026,47,panjang (7-15 mnt),94,15,0,1,1.0,amerika_barat,1,1,3.1,8639.7,rendah
EPaK_3HALSw,"AMERIKA NGEMIS MINTA DAMAI KE IRAN‼️ KAPAL INDUK AS REMUK DIHANTAM RUDAL IRAN, TRUMP STRESS‼️","Mar 27, 2026",540.0,2786.0,0:03:53,43.18,0.0,0.0,0.0,0.0,47.0,0.0,100.0,0.0,27.0,0.0,0.0,177.173,20046.783,0.0,20046.783,36468.743,3281.0,13165.611,11115.13,2770.0,7265.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.6106,0.1832,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.43,1399.0,2786.0,180.4332,0.0,20223.956,9373.0,19.97,233.0,540.0,2026-03-27,0.016870064608758076,0.009691313711414214,0.0,0.0,0.02656137832017229,0.43148148148148147,7.259137114142138,0.0,0.0,0.1997,0.2972367438386856,0,4,Friday,3,2026,20,panjang (7-15 mnt),93,15,0,1,1.0,amerika_barat,2,3,3.8833333333333333,10818.966666666667,rendah
C0ew-Q9lsLY,AMERIKA RESMI TARIK MUNDUR PULUHAN RIBU PASUKAN KE IRAN‼️ TRUMP FRUSTASI TAK ADA YANG BANTU,"Mar 26, 2026",660.0,2780.0,0:04:55,44.73,0.0,0.0,0.0,0.0,65.0,1.0,98.48,12.0,22.0,0.0,0.0,255.374,16682.009,0.0,16682.009,30350.962,3392.0,11000.711,8947.807,2759.0,6093.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.1905,0.2166,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,3.02,1885.0,2780.0,227.9858,0.0,16937.383,8542.0,19.8,295.0,660.0,2026-03-26,0.023381294964028777,0.007913669064748202,0.004316546762589928,0.015151515151515152,0.03561151079136691,0.44696969696969696,6.092583812949641,0.0,0.0,0.198,0.3254507141184734,0,3,Thursday,3,2026,21,panjang (7-15 mnt),91,15,0,1,1.0,amerika_barat,2,2,4.916666666666667,13668.333333333334,rendah
lWeh8JBEzMk,JUTAAN WARGA AS NGAMUK MEMBURU TRUMP‼️ PENJAHAT PERANG HARUS DILENYAPKAN‼️,"Mar 31, 2026",533.0,2780.0,0:03:44,42.06,0.0,0.0,0.0,0.0,58.0,1.0,98.31,5.0,10.0,0.0,0.0,166.452,18975.245,0.0,18975.245,34520.524,3468.0,12040.643,9954.015,2867.0,6885.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.2571,0.1814,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.42,1941.0,2780.0,173.0969,0.0,19141.697,9336.0,19.99,224.0,533.0,2026-03-31,0.020863309352517987,0.0035971223021582736,0.0017985611510791368,0.01694915254237288,0.026258992805755395,0.4202626641651032,6.8855025179856115,0.0,0.0,0.1999,0.2977720651242502,0,1,Tuesday,3,2026,16,panjang (7-15 mnt),74,10,2,1,1.0,amerika_barat,1,1,3.7333333333333334,10378.666666666666,rendah
lp5SbHbryAs,PENGKHIANATAN BESAR! SABAH & SARAWAK TIDAK MAU LAGI JADI BAGIAN MALAYSIA ??,"Feb 18, 2025",660.0,2779.0,0:03:54,35.5,0.0,0.0,2.0,0.0,-5.0,1.0,125.0,2.0,6.0,0.0,0.0,273.916,10524.691,0.0,10524.691,19150.483,2269.0,11324.946,8440.054,1691.0,3882.728,0.0,3.0,54.0,0.0,0.0,0.0,0.0,0.0,26.0,2.1757,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2779.0,180.8413,2.0,10798.606,10702.0,18.88,234.0,660.0,2025-02-18,-0.0017992083483267362,0.0021590500179920835,0.0007196833393306944,-0.25,0.0010795250089960418,0.35454545454545455,3.8857884130982367,2.0,0.0007196833393306944,0.1888,0.25967108951597834,0,1,Tuesday,2,2025,422,panjang (7-15 mnt),75,12,0,0,1.0,malaysia,1,1,3.9,10838.1,rendah
