Konten,Judul video,Waktu publikasi video,Durasi,Penayangan tak dilewati,Rata-rata durasi tonton,Persentase penayangan rata-rata (%),Tetap menonton (%),Penonton unik,Penayangan rata-rata per penonton,Penonton baru,Penonton yang kembali,Penonton biasa,Penonton reguler,Diviralkan,Poin hype,Subscriber yang diperoleh,Subscriber yang hilang,Suka,Tidak suka,Suka (vs. tidak suka) (%),Pembagian,Komentar ditambahkan,Pendapatan transaksi (IDR),Transaksi,Pendapatan per transaksi (IDR),YouTube Premium (IDR),Iklan Halaman Tonton (IDR),Estimasi pendapatan DoubleClick (IDR),Estimasi pendapatan AdSense (IDR),Pendapatan iklan YouTube (IDR),Tayangan iklan,CPM berbasis-pemutaran (IDR),CPM (IDR),Estimasi pemutaran yang dimonetisasi,RPM (IDR),Rubi,Klik produk,Tayangan produk,Total penjualan (IDR),Pesanan,Komisi yang disetujui (IDR),Komisi tertunda (IDR),Komisi yang dihapus (IDR),Penayangan YouTube Premium,Waktu tonton YouTube Premium (jam),Waktu tonton playlist (jam),Penayangan dari playlist,Tayangan per playlist dimulai,Jam streaming,Set pengingat,Pesan chat,Reaksi,Perubahan jumlah subscriber per postingan,Jumlah remix,Penayangan remix,Penayangan klip komunitas,Waktu tonton dari klip komunitas (jam),Jumlah klik pada kartu,Klik per kartu yang ditampilkan (%),Kartu ditampilkan,Jumlah klik pada teaser kartu,Teaser kartu ditampilkan,Klik teaser per teaser kartu yang ditampilkan (%),Klik pada elemen layar akhir,Klik per elemen layar akhir yang ditampilkan (%),Elemen layar akhir yang ditampilkan,Penayangan,Waktu tonton (jam),Subscriber,Estimasi pendapatan (IDR),Tayangan,Rasio klik-tayang dari tayangan (%)
m2pYD4ElMPg,DUNIA TERKEJUT‼️IRAN MINTA INDONESIA HANCURKAN PROPAGANDA ISRAEL❗GANDENG ARAB SATUKAN TIMUR TENGAH⁉️,"Jul 5, 2025",513.0,90538.0,0:03:09,36.88,,,,,,,,0.0,0.0,189.0,11.0,618.0,11.0,98.25,37.0,81.0,0.0,1.0,0.0,1805.468,192365.338,0.0,192365.338,349755.733,59968.0,6502.97,5832.373,53784.0,2160.851,0.0,67.0,1193.0,27188.062,1.0,1968.463,1468.155,0.0,332.0,16.5314,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,90538.0,4758.6433,178.0,195638.961,505143.0,15.52
TNpNQcfEzSc,"MEMANAS‼ DPR MALAYSIA DESAK RI, MINTA TKI DIKEMBALIKAN KE MALAYSIA KARENA BANGLA MEMBLUDAK","Oct 7, 2025",600.0,89040.0,0:03:34,35.67,,,,,,,,0.0,0.0,178.0,14.0,805.0,38.0,95.49,75.0,1020.0,0.0,0.0,,4262.59,299690.205,0.0,299690.205,544891.236,77769.0,8028.455,7006.535,67870.0,3413.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,34.2397,,,,0.2065,8.0,2.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,89040.0,5293.6146,164.0,303952.796,791673.0,10.2
SrSyczDCCRo,BIKIN NGAKAK SE-ASEAN‼ MALAYSIA SAKIT HATI DILECEHKAN AMERIKA SERIKAT DONALD TRUMP DI KTT ASEAN 2025,"Oct 28, 2025",605.0,88519.0,0:04:34,45.32,,,,,,,,0.0,0.0,83.0,23.0,1019.0,24.0,97.7,33.0,213.0,0.0,0.0,,10405.727,298710.286,0.0,298710.286,543109.111,75397.0,8729.553,7203.325,62215.0,3492.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,74.0738,,,,0.2013,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,88519.0,6741.6086,60.0,309116.013,615999.0,12.43
5NxreVE-TIg,"KOCAK PARAH‼ YEL-YEL TNI INDONESIA VS VIETNAM VS MALAYSIA, NETIZEN: “BEDA KELAS!”","Jul 25, 2025",945.0,88469.0,0:05:28,34.79,,,,,,,,0.0,0.0,163.0,4.0,572.0,32.0,94.7,22.0,70.0,0.0,5.0,0.0,11062.059,319757.293,0.0,319757.293,581375.991,80659.0,9088.118,7207.825,63971.0,3771.958,0.0,62.0,2295.0,114880.074,4.0,11904.574,2882.343,0.0,995.0,84.295,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,286.0,2.24,12747.0,88469.0,8079.1556,159.0,333701.694,688375.0,10.85
CDhMUr3rYgM,"SUDAN–ANGOLA–ETHIOPIA GABUNG INDONESIA, MALAYSIA MAKIN PANIK BESAR","Dec 2, 2025",600.0,88329.0,0:04:05,40.93,,,,,,,,0.0,0.0,112.0,21.0,1371.0,18.0,98.7,43.0,176.0,0.0,0.0,,7837.161,377986.57,0.0,377986.57,687248.103,85301.0,9729.982,8056.741,70632.0,4368.029,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,938.0,60.0639,0.2202,2.0,2.0,0.1998,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,672.0,2.83,23770.0,88329.0,6025.0191,91.0,385823.731,486882.0,15.6
FQ-b7lmcAfM,MALAYSIA TERKEJUT! MANUVER SENYAP RI-RUSIA SELAMATKAN BURKINA FASO DARI JAJAHAN PRANCIS & AS!,"Dec 25, 2025",656.0,87932.0,0:05:01,46.03,,,,,,,,0.0,0.0,146.0,40.0,1538.0,19.0,98.78,68.0,199.0,0.0,30.0,0.0,6564.336,351287.746,0.0,351287.746,638704.697,87839.0,8825.423,7271.311,72371.0,4583.783,0.0,1108.0,128820.0,908964.769,18.0,0.0,45209.306,0.0,645.0,51.8813,0.318,4.0,,0.2154,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,439.0,1.03,42554.0,87932.0,7376.1553,106.0,403061.388,682989.0,11.37
y_2BE9NtpDs,NGAKAK GAK KETULUNGAN‼ YEL-YEL TARUNA INDONESIA MENGGELEGAR VS MALAYSIA BEDA JAUH,"Jul 19, 2025",1050.0,86691.0,0:05:28,31.33,,,,,,,,0.0,0.0,277.0,15.0,632.0,33.0,95.04,36.0,110.0,0.0,0.0,,6554.21,305858.477,0.0,305858.477,556105.937,80430.0,8431.085,6914.161,65959.0,3603.746,0.0,53.0,1314.0,0.0,0.0,12693.582,0.0,0.0,619.0,57.7817,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,243.0,2.1,11578.0,86691.0,7921.0004,262.0,312412.687,583297.0,12.45
vfdHofmAQW0,"HEBOH‼ MALAYSIA JADI LAWAKAN DUNIA, PRESENTER AMERIKA EJEK MALAYSIA","Oct 30, 2025",618.0,83815.0,0:04:34,44.43,,,,,,,,0.0,0.0,83.0,11.0,1085.0,34.0,96.96,90.0,563.0,0.0,0.0,,8018.339,319526.636,0.0,319526.636,580957.468,81284.0,8624.153,7147.255,67364.0,3907.95,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,799.0,61.9098,,,,0.2047,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,83815.0,6392.1304,72.0,327544.975,626414.0,11.95
RSOmFoI0ALw,"UNI EROPA GUGAT RI‼️ PRODUK ASLI RI KUASAI DUNIA, EROPA TAK PERCAYA INDONESIA SEMAJU INI","Sep 15, 2025",601.0,82053.0,0:03:56,39.42,,,,,,,,8.0,720.0,181.0,20.0,1095.0,24.0,97.86,158.0,140.0,0.0,0.0,,9202.877,312432.356,0.0,312432.356,568058.903,71096.0,9701.619,7990.026,58553.0,3919.849,0.0,54.0,908.0,0.0,0.0,0.0,0.0,0.0,1009.0,64.6411,,,,0.2079,23.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,82053.0,5399.7735,161.0,321635.232,449958.0,15.63
l50778YmcWg,TNI BERSIAP KE GAZA‼ MALAYSIA KAGET INDONESIA SANGAT DIHORMATI DI DUNIA SEMENTARA MEREKA DIABAIKAN,"Oct 16, 2025",540.0,81862.0,0:03:06,34.57,,,,,,,,0.0,0.0,133.0,14.0,861.0,14.0,98.4,26.0,117.0,0.0,9.0,0.0,2150.78,193966.31,0.0,193966.31,352665.959,58367.0,6833.949,6042.215,51605.0,2590.022,0.0,123.0,1641.0,456280.119,6.0,15786.675,15907.3,0.0,344.0,18.1143,,,,0.191,12.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,81862.0,4245.511,119.0,212024.39,668857.0,10.97
dPNRO-nP6p0,GEMPAR SEMUA TERJAWAB‼  NEGARA ARAB TAK MAU MALAYSIA DIUNDANG DI KTT DAMAI GAZA 2025,"Oct 19, 2025",724.0,81513.0,0:04:52,40.42,,,,,,,,0.0,0.0,170.0,12.0,915.0,27.0,97.13,84.0,435.0,0.0,0.0,,6350.259,331169.226,0.0,331169.226,602125.973,79815.0,9187.573,7544.02,65537.0,4140.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,48.592,,,,0.2397,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,81513.0,6625.7727,158.0,337519.485,591441.0,12.17
6RdBKU9QTfI,KLAIM DIASPORA SURINAME ASAL MELAYU⁉️MALAYSIA DI PERMALUKAN MAHASISWA SURINAME ASLI INDONESIA‼️,"Jul 13, 2025",534.0,81318.0,0:03:56,44.29,,,,,,,,0.0,0.0,174.0,15.0,732.0,15.0,97.99,68.0,348.0,0.0,0.0,,7832.178,219265.921,0.0,219265.921,398664.997,60848.0,7127.928,6551.818,55930.0,2792.716,0.0,103.0,1612.0,0.0,0.0,0.0,0.0,0.0,925.0,58.4136,,,,,0.0,,,0.0,2.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,81318.0,5342.5479,159.0,227098.099,563137.0,12.79
zZyU9I8ujNI,"MALAYSIA NEKAT DATANG KE G20 AFRIKA, TRUMP SAMPAI PERINGATKAN MALAYSIA, INDONESIA MAKIN BERSINAR","Nov 21, 2025",600.0,80861.0,0:04:12,42.0,,,,,,,,0.0,0.0,43.0,10.0,894.0,26.0,97.17,35.0,690.0,0.0,0.0,,7978.801,334292.45,0.0,334292.45,607804.112,74614.0,9730.003,8145.979,62467.0,4232.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,57.0929,0.0969,1.0,,0.1999,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,80861.0,5660.5827,33.0,342271.251,451627.0,15.91
aiOo_9eQl_g,PASUKAN ELITE PERDAMAIAN INDONESIA DIAKUI PENTAGON SEBUT PASUKAN YANG DITAKUTI & BERBAHAYA,"Nov 12, 2025",620.0,80845.0,0:04:15,41.17,,,,,,,,0.0,0.0,197.0,41.0,1405.0,18.0,98.74,42.0,108.0,0.0,0.0,,5601.976,288704.663,0.0,288704.663,524917.56,69328.0,9186.838,7571.509,57138.0,3640.381,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,590.0,42.2985,,,,0.2054,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,80845.0,5731.8348,156.0,294306.639,502893.0,13.98
Qm7n929WLDM,PROFESOR MALAYSIA AJAK GUNAKAN BAHASA INDONESIA SEBAGAI BAHASA RESMI MALAYSIA & BRUNEI,"Nov 5, 2025",540.0,80350.0,0:03:48,42.27,,,,,,,,0.0,0.0,91.0,11.0,1005.0,16.0,98.43,81.0,515.0,0.0,1.0,0.0,13984.103,332969.684,0.0,332969.684,605399.465,67820.0,10932.524,8926.562,55376.0,4350.427,0.0,25.0,769.0,48206.164,1.0,2637.23,2603.122,0.0,1363.0,93.7601,,,,0.1833,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,80350.0,5094.7856,80.0,349556.909,457438.0,14.73
sUVTJzuHQQ0,"MALAYSIA HEBOH BANDINGKAN BANJIR BESAR PAHANG DG SUMATERA, PUJI GOTONG ROYONG INDONESIA","Dec 4, 2025",630.0,80019.0,0:04:37,43.98,,,,,,,,0.0,0.0,103.0,18.0,1125.0,20.0,98.25,51.0,181.0,0.0,0.0,,6409.828,333873.334,0.0,333873.334,607042.421,79260.0,8965.461,7658.875,67709.0,4252.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,53.8504,0.5698,4.0,1.3333,0.2081,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,576.0,1.54,37498.0,80019.0,6157.966,85.0,340283.163,605856.0,11.68
whSqHM7e1Uc,"NETIZEN HISTERIS‼ BANDINGKAN MARCHING BAND TNI INDONESIA, VIETNAM, DAN MALAYSIA GAGAL ATRAKSI⁉","Jul 25, 2025",1305.0,79363.0,0:07:19,33.71,100.0,,,,,,,0.0,0.0,240.0,16.0,644.0,43.0,93.74,26.0,72.0,0.0,1.0,0.0,9948.132,306331.412,0.0,306331.412,556965.786,81607.0,8732.746,6824.976,63779.0,4029.229,0.0,30.0,1145.0,64668.896,2.0,13446.739,4044.866,-552.746,684.0,79.1971,,,,,0.0,,,0.0,,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,,263.0,2.0,13137.0,79363.0,9697.5594,224.0,319771.898,502208.0,13.41
uWwGj_yBxlI,"QRIS INDONESIA PECAHKAN REKOR TERTINGGI DI MALAYSIA, JIRAN KELABAKAN KEJAR RI","Dec 5, 2025",605.0,79287.0,0:04:31,44.8,,,,,,,,10.0,800.0,104.0,11.0,1056.0,15.0,98.6,76.0,201.0,0.0,0.0,,24308.842,488714.425,0.0,488714.425,888571.528,91749.0,11977.779,9684.809,74185.0,6470.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2169.0,172.0259,0.382,4.0,1.3333,0.2014,19.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,365.0,1.56,23347.0,79287.0,5968.9217,93.0,513023.266,714781.0,9.63
kkF50RqkUj4,"DUNIA TAKJUB‼ PASUKAN PERDAMAIAN TNI JADI IDOLA DI DUNIA, MALAYSIA MAKIN CIUT","Oct 31, 2025",540.0,75535.0,0:03:36,40.0,,,,,,,,0.0,0.0,112.0,18.0,1100.0,8.0,99.28,35.0,115.0,0.0,0.0,,4358.525,187517.734,0.0,187517.734,340941.328,49771.0,7885.407,6850.2,43237.0,2540.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,32.6224,,,,0.1833,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,75535.0,4532.5803,94.0,191876.26,445184.0,14.24
p1hsA1BN6mc,"MALAYSIA HASUT MELAYU SUMATERA & ACEH NGAMUK, SEBUT GAM HANYA AIB & BENALU!","Dec 25, 2025",609.0,75249.0,0:04:51,47.89,,,,,,,,0.0,0.0,106.0,30.0,890.0,21.0,97.69,61.0,851.0,0.0,0.0,,3548.041,267455.017,0.0,267455.017,486281.549,66675.0,8612.546,7293.312,56462.0,3601.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,29.5432,0.048,2.0,2.0,0.2023,14.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1394.0,4.21,33098.0,75249.0,6096.0328,76.0,271003.058,652744.0,10.51
yBwMyYG7avA,"GEMPAR‼️ RAKYAT MALAYSIA NGAMUK TAK TERIMA DIBILANG MISKIN, KARMA SERING HINA INDONESIA MISKIN⁉️","Oct 16, 2025",443.0,73525.0,0:03:00,40.76,,,,,,,,0.0,0.0,52.0,10.0,506.0,21.0,96.02,23.0,647.0,0.0,0.0,,4287.875,132020.97,0.0,132020.97,240037.948,37343.0,7226.576,6427.924,33216.0,1853.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,33.1168,,,,0.1589,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,73525.0,3687.5459,42.0,136308.845,331775.0,18.05
aH39ruJtWAc,VIETNAM INGATKAN MALAYSIA‼ JANGAN MAIN-MAIN SAMA INDONESIA MEREKA PUNYA TNI SANGAT KUAT‼,"Oct 6, 2025",540.0,73287.0,0:03:21,37.35,,,,,,,,0.0,0.0,84.0,28.0,1073.0,11.0,98.99,24.0,198.0,0.0,0.0,,3901.538,206194.615,0.0,206194.615,374899.825,53901.0,8010.509,6955.341,46801.0,2866.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,29.2685,,,,0.1913,14.0,4.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,73287.0,4105.6288,56.0,210096.152,503028.0,12.79
21p41aurr6g,"MALAYSIA KENA KARMA‼ STOP TKI INDONESIA, SEKARANG BANGLADESH MEMBLUDAK TAK TERBENDUNG","Oct 3, 2025",652.0,73266.0,0:04:10,38.35,,,,,,,,0.0,0.0,105.0,7.0,654.0,21.0,96.89,40.0,371.0,0.0,0.0,,6486.188,228077.193,0.0,228077.193,414685.394,59855.0,8178.07,6928.166,50707.0,3201.527,0.0,115.0,1353.0,0.0,0.0,0.0,0.0,0.0,747.0,49.1807,,,,0.2174,3.0,3.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,73266.0,5089.2452,98.0,234563.381,515912.0,12.41
8X2O9CO-sww,PILIH MALAYSIA ATAU INDONESIA!? JAWABAN JUJUR RAKYAT SABAH BIKIN JIRAN KENA MENTAL!,"Dec 24, 2025",540.0,73160.0,0:03:34,39.67,,,,,,,,0.0,0.0,40.0,5.0,800.0,13.0,98.4,38.0,512.0,0.0,0.0,,8753.723,260003.097,0.0,260003.097,472733.182,55344.0,10540.786,8541.724,44848.0,3673.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,63.6871,0.3186,5.0,2.5,0.1831,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,551.0,1.82,30352.0,73160.0,4352.9283,35.0,268756.819,339334.0,17.56
8zRWKSncFbU,MALAYSIA DI AMBANG KIAMAT! SABAH & SARAWAK SIAP ANGKAT KAKI DARI FEDERASI?,"Dec 21, 2025",549.0,73051.0,0:03:43,40.63,,,,,,,,0.0,0.0,99.0,23.0,1061.0,20.0,98.15,101.0,763.0,0.0,0.0,,3176.987,335070.278,0.0,335070.278,609218.363,75222.0,9623.695,8098.939,63304.0,4630.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,25.7544,0.2435,6.0,2.0,0.1855,11.0,3.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,73051.0,4526.3713,76.0,338247.265,404417.0,15.78
UXveEr5BcVk,AMERIKA TERKEJUT PRABOWO SIAPKAN PASUKAN ELIT SERANG PEMERINTAH TIMOR LESTE PANIK DIKUCILKAN ASEAN,"Aug 31, 2025",600.0,72289.0,0:03:23,33.84,,,,,,,,0.0,0.0,192.0,9.0,554.0,16.0,97.19,25.0,246.0,0.0,0.0,,1559.672,138990.538,0.0,138990.538,252709.86,39601.0,7113.178,6381.401,35527.0,1944.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,13.5529,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,111.0,1.13,9782.0,72289.0,4076.4998,183.0,140550.21,488718.0,13.08
8pIFoi8bJrw,BEGINI PANIKNYA PARLEMEN MALAYSIA TAKUT ANCAMAN PERANG INDONESIA,"Nov 5, 2025",540.0,72260.0,0:04:16,47.45,,,,,,,,0.0,0.0,82.0,20.0,984.0,24.0,97.62,23.0,510.0,0.0,0.0,,6555.238,242988.178,0.0,242988.178,441797.059,59852.0,8615.723,7381.492,51278.0,3453.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,47.5582,,,,0.1833,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,72260.0,5143.4091,62.0,249543.416,407525.0,15.2
gE-yjQVIXfk,"MERINDING‼ WARGA NATO LANGSUNG PUCAT NGIRA BUKAN TENTARA, TAPI PASUKAN DARI ZAMAN KUNO BANGKIT‼","Jul 24, 2025",1080.0,71854.0,0:04:23,24.38,,,,,,,,0.0,0.0,131.0,9.0,527.0,13.0,97.59,15.0,29.0,0.0,0.0,,2730.711,193924.538,0.0,193924.538,352590.061,56549.0,7475.513,6235.125,47166.0,2736.873,0.0,14.0,382.0,0.0,0.0,0.0,0.0,0.0,360.0,25.989,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,94.0,1.87,5014.0,71854.0,5255.6702,122.0,196655.249,346377.0,17.29
C3yKonmiv3E,GILA LUAR BIASA‼ AKSI KING  OF SPARKO “EKA WIRA” JADI TONTONAN BULE EROPA‼,"Jul 23, 2025",1200.0,70845.0,0:05:43,28.62,,,,,,,,0.0,0.0,238.0,8.0,519.0,20.0,96.29,39.0,20.0,0.0,0.0,,4481.924,204516.149,0.0,204516.149,371847.191,63692.0,7082.534,5838.209,52502.0,2950.07,0.0,34.0,1625.0,0.0,0.0,10299.798,0.0,0.0,438.0,39.9022,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,111.0,1.78,6250.0,70845.0,6758.5209,230.0,208998.073,446318.0,13.36
QNm-GhJN1JE,MALAYSIA HERAN DARI MANA DUIT INDONESIA BORONG J-10 CHINA & RAFALE PRANCIS?,"Dec 19, 2025",628.0,68752.0,0:05:02,48.22,,,,,,,,7.0,560.0,67.0,13.0,1052.0,17.0,98.41,41.0,388.0,0.0,0.0,,3692.279,303939.286,0.0,303939.286,552616.927,70789.0,9584.559,7806.537,57657.0,4474.51,0.0,55.0,1033.0,0.0,0.0,0.0,0.0,0.0,362.0,30.7869,0.0067,1.0,,0.2077,9.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,989.0,3.58,27648.0,68752.0,5783.6744,54.0,307631.565,435567.0,14.25
HII1CqiKNfY,"MASUK TV JEPANG‼ TNI GERAM BANTUAN RI DIKLAIM TETANGGA, 5 KAPAL PERANG DIKERAHKAN","Dec 6, 2025",644.0,68297.0,0:04:51,45.34,,,,,,,,0.0,0.0,72.0,18.0,826.0,30.0,96.5,93.0,624.0,0.0,3.0,0.0,3859.923,308325.289,0.0,308325.289,560591.534,73963.0,8890.235,7579.351,63057.0,4640.776,0.0,61.0,1663.0,88255.311,3.0,0.0,4765.772,0.0,396.0,33.3138,,,,0.2119,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,775.0,2.01,38613.0,68297.0,5539.2797,54.0,316950.984,437033.0,13.91
8GDa13pMiYo,DILUAR NALAR‼ PASUKAN PERDAMAIAN INDONESIA DIBILANG TITISAN SETAN KARNA AKSINYA YANG GAK MASUK AKAL,"Jul 24, 2025",660.0,67519.0,0:03:51,35.04,,,,,,,,0.0,0.0,113.0,12.0,428.0,10.0,97.72,22.0,29.0,0.0,2.0,0.0,3946.187,149233.155,0.0,149233.155,271333.386,42843.0,7480.107,6333.202,36274.0,2344.178,0.0,54.0,897.0,94388.337,2.0,5082.662,5096.978,0.0,540.0,31.6755,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,175.0,1.82,9591.0,67519.0,4337.9746,101.0,158276.32,365202.0,14.94
rrptvHh3JBk,"OPERASI INTELIJEN MOSSAD DI PAPUA, ISRAEL SIAP UNTUK MEMERDEKAKAN PAPUA BARAT?","Jan 13, 2025",752.0,66647.0,0:03:43,29.76,,,,,,,,0.0,0.0,387.0,15.0,450.0,13.0,97.19,175.0,258.0,0.0,0.0,,2994.957,300238.618,0.0,300238.618,545887.731,69392.0,9115.753,7866.724,59884.0,4549.84,0.0,93.0,1523.0,0.0,0.0,0.0,0.0,0.0,441.0,29.1683,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,66647.0,4143.6067,372.0,303233.575,538662.0,10.38
HPivbd5l56k,WARGA BANGLADESH MEMBLUDAK DI MALAYSIA! NETIZEN: KENAPA NGGAK DIPINDAH KE INDONESIA SAJA?,"Jun 23, 2025",510.0,66059.0,0:03:01,35.56,,,,,,,,0.0,0.0,87.0,2.0,283.0,15.0,94.97,19.0,565.0,0.0,2.0,0.0,11313.698,153701.84,0.0,153701.84,279457.682,37236.0,8853.123,7505.04,31566.0,2530.793,0.0,31.0,1546.0,160459.08,1.0,2181.109,2166.181,0.0,1746.0,75.912,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,285.0,2.27,12528.0,66059.0,3327.7015,85.0,167181.719,426597.0,11.94
a1ETblXweIg,"JIKA MALAYSIA NEKAT AJAK PERANG, BEGINILAH DUEL MAUT MILITER INDONESIA VS MALAYSIA","Dec 16, 2025",735.0,65765.0,0:04:54,40.06,,,,,,,,0.0,0.0,49.0,13.0,729.0,25.0,96.68,20.0,646.0,0.0,3.0,0.0,2630.368,244314.802,0.0,244314.802,448794.984,62866.0,8529.467,7138.914,52617.0,3800.458,0.0,77.0,1201.0,97250.525,3.0,0.0,2991.95,0.0,270.0,24.2535,0.2039,1.0,1.0,0.2373,2.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,316.0,2.23,14149.0,65765.0,5378.5398,36.0,249937.12,410931.0,14.46
LW9inKc0P_U,"HEBOH‼ INDONESIA JADI PILIHAN STRATEGIS INGGRIS, MALAYSIA & SINGAPURA AUTO NGAMBEK","Sep 8, 2025",710.0,64736.0,0:04:00,33.83,,,,,,,,0.0,0.0,120.0,17.0,973.0,11.0,98.88,83.0,131.0,0.0,0.0,,5402.021,277074.338,0.0,277074.338,503770.92,60226.0,10014.331,8364.675,50305.0,4363.508,0.0,5.0,112.0,0.0,0.0,0.0,0.0,0.0,603.0,37.4355,,,,0.2314,10.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,64736.0,4318.7923,103.0,282476.359,488752.0,11.39
GZLPnaW8Q1c,"DILUAR NALAR‼️109 PRAJURIT TAMPIL DI GURUN YORDANIA, PASUKAN ARAB GELENG-GELENG‼️JIRAN TAK DI AJAK⁉️","Jul 25, 2025",580.0,64323.0,0:03:22,34.98,,,,,,,,0.0,0.0,125.0,10.0,539.0,17.0,96.94,19.0,42.0,0.0,1.0,0.0,1563.99,135650.979,0.0,135650.979,246638.803,42215.0,6623.665,5842.445,37236.0,2151.215,0.0,43.0,776.0,21432.749,1.0,2144.745,1157.36,0.0,281.0,15.4832,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,64323.0,3625.529,115.0,138372.329,347192.0,16.05
d8Q3KiDMrdQ,JIRAN TERDIAM! TNI KEPUNG MALAYSIA? PRABOWO SIAP TUMPAS SEMUA PENGGANGGU!,"Dec 20, 2025",600.0,63302.0,0:03:49,38.3,,,,,,,,0.0,0.0,46.0,11.0,562.0,31.0,94.77,24.0,590.0,0.0,0.0,,1755.786,197084.015,0.0,197084.015,358334.621,56029.0,7293.75,6395.521,49129.0,3141.131,0.0,16.0,357.0,0.0,0.0,0.0,0.0,0.0,207.0,15.5896,0.0217,1.0,,0.2,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,480.0,1.8,26687.0,63302.0,4040.5739,35.0,198839.801,364576.0,15.91
